siteID,year,genus,<0,0-8,8-28,-48,-68,-88,>88,max_diam,max_ht,leaf_area_ind,basal_area,total_biomC,pl_biomC_std,total_biomN,pl_biomN_std
0,100,Robinia',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,100,Sassafras',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,100,Tilia',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,110,Acer',0,0,3,9,3,0,0,104.419,31.7399,0.336008,2.19016,7.47136,12.1568,0.214401E-04,0.349149E-01
0,110,Aesculus',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,110,Carya',0,0,0,1,0,0,0,81.5774,33.3928,0.935411E-01,0.542394,2.78055,11.2464,0.752558E-05,0.303675E-01
0,110,Cercis',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,110,Comus',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,110,Diospyros',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,110,Fagus',0,0,2,0,0,0,0,34.3439,17.3409,0.315948E-01,0.104477,0.354049,1.13910,0.124160E-05,0.384235E-02
0,110,Fraxinus',0,0,2,6,1,0,0,63.1495,23.7964,0.106442,1.20611,2.79935,5.40504,0.775305E-05,0.153872E-01
0,110,Juglans',0,0,0,0,0,0,0,122.462,30.2174,0.616924E-01,0.737238,2.16817,11.9585,0.570626E-05,0.316304E-01
0,110,Juniperus',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,110,Liquidambar',0,0,0,0,0,0,0,31.1338,18.2298,0.733067E-03,0.761299E-02,0.144716E-01,0.204659,0.427119E-07,0.604038E-03
0,110,Liriodendron',0,0,0,0,0,2,16,164.372,31.9640,2.14492,21.8551,55.5078,56.6722,0.154228E-03,0.154165
0,110,Nyssa',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,110,Oxydendron',0,0,0,0,0,0,0,12.9058,11.0492,0.349986E-03,0.443875E-02,0.574456E-02,0.515259E-01,0.178039E-07,0.163287E-03
0,110,Pinus',0,0,1,0,0,0,0,37.5833,25.3085,0.287931E-01,0.135990,0.439214,1.56625,0.139193E-05,0.492313E-02
0,110,Prunus',0,0,0,2,4,3,0,93.3657,26.7879,0.398370,3.72209,8.98373,14.4554,0.256986E-04,0.420376E-01
0,110,Quercus',0,0,15,24,16,2,0,81.3967,25.8327,1.28615,8.80253,26.7111,23.7859,0.778727E-04,0.687542E-01
0,110,Robinia',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,110,Sassafras',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,110,Tilia',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,120,Acer',21,111,1,4,5,0,0,116.261,32.5807,0.339982,2.15247,7.82253,15.4684,0.222776E-04,0.437449E-01
0,120,Aesculus',0,0,0,0,0,0,0,3.92132,3.93783,0.127213E-03,0.354814E-03,0.370754E-03,0.233234E-02,0.265520E-08,0.169170E-04
0,120,Carya',0,1,0,0,0,0,0,91.7868,34.0250,0.784713E-01,0.452947,2.37870,11.7642,0.641565E-05,0.316645E-01
0,120,Cercis',4,12,0,0,0,0,0,3.25443,3.92372,0.155819E-02,0.399143E-02,0.754607E-02,0.205126E-01,0.392001E-07,0.106643E-03
0,120,Comus',2,8,0,0,0,0,0,3.54975,3.18753,0.135057E-02,0.307372E-02,0.627441E-02,0.184496E-01,0.333854E-07,0.985913E-04
0,120,Diospyros',0,1,0,0,0,0,0,2.91899,2.72884,0.333848E-03,0.728991E-03,0.161365E-02,0.103210E-01,0.839181E-08,0.541865E-04
0,120,Fagus',0,0,2,0,0,0,0,37.3400,18.3175,0.348931E-01,0.116076,0.430312,1.47434,0.145855E-05,0.481515E-02
0,120,Fraxinus',2,18,0,3,2,0,0,72.3215,25.4878,0.104766,1.08210,2.78688,6.41379,0.770125E-05,0.178254E-01
0,120,Juglans',0,0,0,0,0,0,0,138.106,31.3459,0.666555E-01,0.838819,2.53398,13.3825,0.659061E-05,0.352166E-01
0,120,Juniperus',0,0,0,0,0,0,0,2.56983,3.29538,0.442123E-04,0.204331E-03,0.224265E-03,0.221325E-02,0.113699E-08,0.103690E-04
0,120,Liquidambar',0,0,0,0,0,0,0,37.7540,20.5675,0.136033E-02,0.113176E-01,0.252124E-01,0.354128,0.756103E-07,0.105320E-02
0,120,Liriodendron',1,21,0,0,0,0,12,186.706,32.9119,1.85296,21.1051,54.0913,64.1452,0.146877E-03,0.172065
0,120,Nyssa',0,1,0,0,0,0,0,3.15134,2.86086,0.194418E-03,0.398896E-03,0.715435E-03,0.314703E-02,0.438861E-08,0.196927E-04
0,120,Oxydendron',119,1873,0,0,0,0,0,14.2172,11.5181,0.201401,0.535421,0.812487,0.781210,0.470481E-05,0.455489E-02
0,120,Pinus',0,1,1,1,0,0,0,43.9698,27.2085,0.280414E-01,0.143517,0.462603,1.81055,0.143305E-05,0.552966E-02
0,120,Prunus',0,0,0,1,2,4,2,106.056,28.2704,0.461537,4.42630,11.2782,18.9616,0.317068E-04,0.540993E-01
0,120,Quercus',1,5,8,19,15,6,0,87.5878,26.7208,1.41162,9.80387,31.4325,30.0340,0.901711E-04,0.852603E-01
0,120,Robinia',0,0,0,0,0,0,0,1.76695,2.29028,0.173563E-04,0.283406E-04,0.787985E-04,0.866756E-03,0.424961E-09,0.477958E-05
0,120,Sassafras',0,0,0,0,0,0,0,2.27482,3.66931,0.748945E-04,0.171438E-03,0.230581E-03,0.140958E-02,0.159055E-08,0.966950E-05
0,120,Tilia',0,0,0,0,0,0,0,2.49792,3.34970,0.313573E-04,0.723101E-04,0.831727E-04,0.773124E-03,0.636235E-09,0.594700E-05
0,130,Acer',15,142,8,1,4,0,0,124.669,33.0626,0.351166,2.07823,7.64438,16.6145,0.220428E-04,0.465360E-01
0,130,Aesculus',0,0,0,0,0,0,0,9.54535,7.37047,0.295632E-03,0.880454E-03,0.117017E-02,0.141743E-01,0.685616E-08,0.799849E-04
0,130,Carya',0,2,0,0,0,0,0,98.1012,34.3196,0.706348E-01,0.465182,2.26781,11.5280,0.605641E-05,0.307405E-01
0,130,Cercis',0,5,0,0,0,0,0,5.89693,5.52238,0.128218E-02,0.361580E-02,0.704037E-02,0.242518E-01,0.341029E-07,0.113380E-03
0,130,Comus',0,2,0,0,0,0,0,6.15124,4.27005,0.925705E-03,0.241131E-02,0.453163E-02,0.168783E-01,0.233963E-07,0.856036E-04
0,130,Diospyros',0,1,0,0,0,0,0,10.2631,6.06568,0.576868E-03,0.155754E-02,0.340513E-02,0.293095E-01,0.158713E-07,0.129750E-03
0,130,Fagus',2,10,1,0,0,0,0,40.8804,19.4041,0.402318E-01,0.132629,0.510363,1.79277,0.171330E-05,0.579609E-02
0,130,Fraxinus',1,40,1,1,1,0,0,78.5978,26.5028,0.905501E-01,0.889195,2.35037,6.37695,0.652657E-05,0.175244E-01
0,130,Juglans',0,0,0,0,0,0,0,154.707,32.2836,0.780532E-01,0.925851,2.97847,17.1345,0.774245E-05,0.449575E-01
0,130,Juniperus',0,0,0,0,0,0,0,4.96663,5.05153,0.733643E-04,0.193737E-03,0.310736E-03,0.439448E-02,0.175023E-08,0.247520E-04
0,130,Liquidambar',0,0,0,0,0,0,0,6.38651,5.77008,0.118437E-03,0.320344E-03,0.518935E-03,0.733885E-02,0.285816E-08,0.404205E-04
0,130,Liriodendron',1,47,4,0,0,0,8,207.882,33.5785,1.36422,18.3321,46.2139,73.6229,0.122336E-03,0.191858
0,130,Nyssa',0,0,0,0,0,0,0,5.68328,4.00858,0.236877E-03,0.584487E-03,0.867588E-03,0.638352E-02,0.533795E-08,0.388457E-04
0,130,Oxydendron',148,2067,0,0,0,0,0,15.1972,11.8319,0.319019,0.877710,1.37678,1.57790,0.765197E-05,0.869190E-02
0,130,Pinus',1,5,0,0,0,0,0,49.8875,28.6531,0.286354E-01,0.147617,0.489840,2.11993,0.150216E-05,0.637249E-02
0,130,Prunus',0,9,0,0,1,2,3,114.244,29.0911,0.461661,4.64079,12.1773,20.7806,0.337065E-04,0.581061E-01
0,130,Quercus',13,88,4,14,12,9,1,98.2755,28.0673,1.53588,10.8916,36.2963,35.6122,0.102768E-03,0.992935E-01
0,130,Robinia',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,130,Sassafras',0,1,0,0,0,0,0,3.93155,5.23770,0.220189E-03,0.604215E-03,0.782813E-03,0.470059E-02,0.490933E-08,0.297346E-04
0,130,Tilia',0,0,0,0,0,0,0,4.01265,4.50138,0.170324E-03,0.458078E-03,0.483153E-03,0.299307E-02,0.352558E-08,0.215375E-04
0,140,Acer',3,131,33,1,1,1,0,131.833,33.4110,0.423409,2.02596,7.14454,16.5904,0.219720E-04,0.465685E-01
0,140,Aesculus',0,0,0,0,0,0,0,12.1354,8.82342,0.452013E-03,0.143750E-02,0.208547E-02,0.257480E-01,0.111414E-07,0.133871E-03
0,140,Carya',0,4,0,0,0,0,0,101.668,34.4602,0.473925E-01,0.311748,1.49197,9.20135,0.399774E-05,0.244460E-01
0,140,Cercis',0,3,0,0,0,0,0,6.93659,6.04736,0.981451E-03,0.280334E-02,0.554891E-02,0.211783E-01,0.264594E-07,0.971286E-04
0,140,Comus',0,1,0,0,0,0,0,10.4530,5.63603,0.116936E-02,0.330968E-02,0.661005E-02,0.363289E-01,0.315226E-07,0.167506E-03
0,140,Diospyros',0,1,0,0,0,0,0,10.5271,6.17909,0.936459E-03,0.261654E-02,0.550731E-02,0.512355E-01,0.257193E-07,0.228125E-03
0,140,Fagus',0,22,1,1,0,0,0,46.7734,21.0631,0.589499E-01,0.192569,0.759814,2.62372,0.253709E-05,0.843392E-02
0,140,Fraxinus',0,47,5,0,1,0,0,90.7000,28.1801,0.118351,0.836589,2.42096,7.63997,0.708364E-05,0.213364E-01
0,140,Juglans',0,0,0,0,0,0,0,169.964,32.9600,0.912578E-01,1.01827,3.45033,21.1766,0.898111E-05,0.555735E-01
0,140,Juniperus',0,0,0,0,0,0,0,9.47011,8.09681,0.337201E-03,0.920743E-03,0.177951E-02,0.206622E-01,0.882515E-08,0.982553E-04
0,140,Liquidambar',0,0,0,0,0,0,0,10.1047,8.09875,0.283852E-03,0.801928E-03,0.159894E-02,0.226124E-01,0.763941E-08,0.108038E-03
0,140,Liriodendron',0,53,29,0,0,0,5,226.963,34.0339,1.22813,16.4578,41.1825,79.6719,0.109196E-03,0.203399
0,140,Nyssa',0,1,0,0,0,0,0,5.73335,4.03038,0.354740E-03,0.897421E-03,0.130391E-02,0.940055E-02,0.800426E-08,0.578870E-04
0,140,Oxydendron',24,1993,0,0,0,0,0,12.2680,10.7988,0.474784,1.33180,2.21627,2.49310,0.117598E-04,0.128801E-01
0,140,Pinus',1,8,0,1,0,0,0,47.1527,28.0195,0.288355E-01,0.150401,0.478388,1.78645,0.147960E-05,0.540499E-02
0,140,Prunus',0,9,2,0,0,1,4,126.855,30.1779,0.529113,5.13524,14.1716,26.2130,0.391094E-04,0.726011E-01
0,140,Quercus',4,128,12,8,11,8,4,110.494,29.3571,1.70842,11.5473,40.3503,39.7787,0.114261E-03,0.109464
0,140,Robinia',0,0,0,0,0,0,0,4.56129,3.78939,0.128089E-03,0.300645E-03,0.578869E-03,0.533597E-02,0.313028E-08,0.286889E-04
0,140,Sassafras',0,1,0,0,0,0,0,6.38063,7.33732,0.542749E-03,0.157329E-02,0.222356E-02,0.172341E-01,0.127544E-07,0.966775E-04
0,140,Tilia',0,0,0,0,0,0,0,9.64006,8.24517,0.400413E-03,0.121991E-02,0.164955E-02,0.163881E-01,0.942983E-08,0.907469E-04
0,150,Acer',0,42,44,2,0,1,0,92.9858,30.5699,0.478359,2.15389,7.72697,14.6691,0.240573E-04,0.414810E-01
0,150,Aesculus',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,150,Carya',0,1,0,0,0,0,0,106.942,34.6394,0.440089E-01,0.301847,1.43720,9.84363,0.382732E-05,0.260229E-01
0,150,Cercis',0,0,0,0,0,0,0,7.27196,6.20574,0.440189E-03,0.134211E-02,0.289314E-02,0.200128E-01,0.127660E-07,0.874171E-04
0,150,Comus',0,0,0,0,0,0,0,8.72188,5.14155,0.242398E-03,0.712366E-03,0.140801E-02,0.172200E-01,0.661836E-08,0.796592E-04
0,150,Diospyros',0,0,0,0,0,0,0,14.0113,7.63572,0.621012E-03,0.186828E-02,0.475692E-02,0.582093E-01,0.195107E-07,0.228919E-03
0,150,Fagus',0,13,4,1,0,0,0,52.0781,22.4102,0.775948E-01,0.254774,1.02153,3.53402,0.338709E-05,0.113002E-01
0,150,Fraxinus',1,17,12,0,0,0,0,102.271,29.4923,0.126377,0.824282,2.38604,8.08342,0.712157E-05,0.224984E-01
0,150,Juglans',0,0,0,0,0,0,0,177.541,33.2420,0.644717E-01,0.744747,2.50674,18.7785,0.649863E-05,0.488682E-01
0,150,Juniperus',0,0,0,0,0,0,0,13.0427,10.2948,0.704413E-03,0.198326E-02,0.432518E-02,0.466443E-01,0.197864E-07,0.203229E-03
0,150,Liquidambar',0,0,0,0,0,0,0,12.7788,9.66012,0.263483E-03,0.128253E-02,0.202929E-02,0.286984E-01,0.830251E-08,0.117415E-03
0,150,Liriodendron',0,12,34,3,0,0,3,248.057,34.4163,1.02454,14.1285,34.6345,79.7444,0.917142E-04,0.200023
0,150,Nyssa',0,0,0,0,0,0,0,7.68177,4.85271,0.566420E-03,0.157351E-02,0.223687E-02,0.182845E-01,0.131248E-07,0.106994E-03
0,150,Oxydendron',26,950,2,0,0,0,0,13.7951,11.3736,0.385566,1.16617,2.05249,2.69936,0.101115E-04,0.131075E-01
0,150,Pinus',0,5,0,1,0,0,0,53.0646,29.3225,0.315361E-01,0.160743,0.545160,2.28978,0.166699E-05,0.683900E-02
0,150,Prunus',0,3,5,0,0,1,4,137.631,30.9606,0.504122,4.77185,13.6082,28.0833,0.374977E-04,0.774639E-01
0,150,Quercus',1,59,46,5,9,7,6,123.064,30.4527,1.92228,12.6908,45.7831,45.0497,0.129412E-03,0.123146
0,150,Robinia',0,0,0,0,0,0,0,8.77162,5.90163,0.405590E-03,0.107350E-02,0.232031E-02,0.223956E-01,0.109949E-07,0.104332E-03
0,150,Sassafras',0,1,0,0,0,0,0,9.78782,9.87332,0.621147E-03,0.213775E-02,0.315903E-02,0.330183E-01,0.159618E-07,0.157274E-03
0,150,Tilia',0,0,0,0,0,0,0,16.0607,11.6470,0.635009E-03,0.202592E-02,0.378037E-02,0.534624E-01,0.175421E-07,0.248083E-03
0,160,Acer',3,144,41,4,0,0,0,103.384,31.5365,0.531005,2.27227,8.15131,15.5037,0.257581E-04,0.436982E-01
0,160,Aesculus',0,0,0,0,0,0,0,4.23566,4.14027,0.509893E-04,0.140907E-03,0.150514E-03,0.212860E-02,0.106850E-08,0.151108E-04
0,160,Carya',0,7,1,0,0,0,0,111.395,34.7676,0.406658E-01,0.257669,1.22135,8.92699,0.329952E-05,0.237378E-01
0,160,Cercis',0,2,0,0,0,0,0,4.46810,4.70891,0.452105E-03,0.124172E-02,0.232892E-02,0.111146E-01,0.116837E-07,0.550059E-04
0,160,Comus',0,2,0,0,0,0,0,3.66511,3.24040,0.540754E-03,0.130745E-02,0.249740E-02,0.109025E-01,0.133342E-07,0.582406E-04
0,160,Diospyros',0,3,0,0,0,0,0,6.91952,4.59078,0.152721E-02,0.399081E-02,0.784955E-02,0.353364E-01,0.394285E-07,0.177003E-03
0,160,Fagus',0,16,8,1,0,0,0,58.1756,23.8046,0.950622E-01,0.311740,1.24330,4.42136,0.413136E-05,0.141387E-01
0,160,Fraxinus',0,34,12,0,0,0,0,112.839,30.4858,0.121958,0.708523,2.11660,8.91070,0.645920E-05,0.247893E-01
0,160,Juglans',0,0,0,0,0,0,0,185.653,33.5101,0.238187E-01,0.272615,0.937647,13.2163,0.242655E-05,0.340646E-01
0,160,Juniperus',0,1,0,0,0,0,0,4.03334,4.37937,0.302407E-03,0.707910E-03,0.110043E-02,0.618123E-02,0.681350E-08,0.382057E-04
0,160,Liquidambar',0,0,0,0,0,0,0,15.5810,11.2011,0.423691E-03,0.190669E-02,0.353003E-02,0.499222E-01,0.139438E-07,0.197195E-03
0,160,Liriodendron',1,70,27,8,0,0,2,268.663,34.6968,0.996046,13.1382,31.6439,79.6346,0.846585E-04,0.197318
0,160,Nyssa',0,3,0,0,0,0,0,9.10637,5.42316,0.112631E-02,0.296329E-02,0.447145E-02,0.291257E-01,0.261504E-07,0.165016E-03
0,160,Oxydendron',20,1826,13,0,0,0,0,10.4316,9.98563,0.458210,1.43581,2.40901,2.33534,0.119495E-04,0.112507E-01
0,160,Pinus',1,15,1,0,0,0,0,59.1716,30.4325,0.392457E-01,0.194411,0.680786,2.92795,0.207974E-05,0.870374E-02
0,160,Prunus',0,10,5,0,0,0,3,149.810,31.7089,0.493434,4.95770,14.1182,31.7257,0.384770E-04,0.862050E-01
0,160,Quercus',3,92,61,4,5,7,8,131.801,31.0978,2.16722,14.1035,52.0265,52.6163,0.146813E-03,0.142235
0,160,Robinia',0,0,0,0,0,0,0,11.4297,7.14990,0.498613E-03,0.136731E-02,0.329612E-02,0.380288E-01,0.145025E-07,0.163772E-03
0,160,Sassafras',0,0,0,0,0,0,0,12.8242,11.8062,0.414901E-03,0.192407E-02,0.298027E-02,0.367243E-01,0.125956E-07,0.150034E-03
0,160,Tilia',0,0,0,0,0,0,0,5.44684,5.53257,0.791030E-04,0.233012E-03,0.268872E-03,0.380243E-02,0.173623E-08,0.245539E-04
0,170,Acer',0,44,52,2,0,0,0,113.175,32.2746,0.557883,2.40103,8.83068,17.9017,0.276548E-04,0.503146E-01
0,170,Aesculus',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,170,Carya',0,3,1,0,0,0,0,114.472,34.8456,0.478883E-01,0.300748,1.45318,9.91237,0.391867E-05,0.263328E-01
0,170,Cercis',0,0,0,0,0,0,0,7.38216,6.25666,0.345760E-03,0.103360E-02,0.216446E-02,0.163306E-01,0.978731E-08,0.714175E-04
0,170,Comus',0,0,0,0,0,0,0,6.50878,4.40215,0.448667E-03,0.125060E-02,0.232242E-02,0.148352E-01,0.116197E-07,0.734606E-04
0,170,Diospyros',0,1,0,0,0,0,0,15.3035,8.15737,0.290041E-02,0.871074E-02,0.204762E-01,0.112428,0.872557E-07,0.460711E-03
0,170,Fagus',0,11,9,1,0,0,0,55.1687,23.1365,0.102897,0.338308,1.31638,4.73869,0.440654E-05,0.154195E-01
0,170,Fraxinus',1,12,13,0,0,0,0,123.241,31.3044,0.112639,0.721562,2.15087,10.0704,0.640122E-05,0.278233E-01
0,170,Juglans',0,0,0,0,0,0,0,196.250,33.8140,0.274995E-01,0.314698,1.05536,14.5174,0.274111E-05,0.369981E-01
0,170,Juniperus',0,0,0,0,0,0,0,6.47306,6.10603,0.267627E-03,0.707981E-03,0.117485E-02,0.100741E-01,0.647649E-08,0.547454E-04
0,170,Liquidambar',0,0,0,0,0,0,0,17.3839,12.1437,0.246561E-03,0.237346E-02,0.335536E-02,0.474519E-01,0.110057E-07,0.155644E-03
0,170,Liriodendron',1,15,40,8,3,0,1,287.178,34.8895,1.00509,11.8924,28.3554,75.4079,0.774808E-04,0.186792
0,170,Nyssa',0,1,0,0,0,0,0,8.38247,5.13645,0.800634E-03,0.212137E-02,0.303353E-02,0.174770E-01,0.182668E-07,0.103102E-03
0,170,Oxydendron',22,870,24,0,0,0,0,11.6860,10.5565,0.331239,1.17991,1.94100,2.11373,0.908171E-05,0.101878E-01
0,170,Pinus',0,9,2,0,0,0,0,65.7189,31.4039,0.462074E-01,0.226309,0.790915,3.50433,0.242503E-05,0.103801E-01
0,170,Prunus',0,3,7,1,0,0,3,154.945,31.9867,0.476435,5.18153,14.5389,34.6228,0.391673E-04,0.925738E-01
0,170,Quercus',1,45,72,3,4,6,10,140.735,31.6733,2.41069,15.7580,58.9547,59.1341,0.165714E-03,0.158117
0,170,Robinia',0,0,0,0,0,0,0,13.1560,7.92714,0.351854E-03,0.135938E-02,0.297147E-02,0.420229E-01,0.116684E-07,0.165016E-03
0,170,Sassafras',0,0,0,0,0,0,0,15.7372,13.4115,0.317563E-03,0.214908E-02,0.332470E-02,0.447571E-01,0.119597E-07,0.161374E-03
0,170,Tilia',0,0,0,0,0,0,0,9.45023,8.13146,0.226275E-03,0.701414E-03,0.100949E-02,0.142764E-01,0.550067E-08,0.777913E-04
0,180,Acer',0,12,36,5,1,0,1,122.456,32.8488,0.573080,2.63862,10.2366,21.1900,0.309979E-04,0.592082E-01
0,180,Aesculus',0,0,0,0,0,0,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
0,180,Carya',0,1,1,0,0,0,0,116.922,34.9021,0.527324E-01,0.339560,1.67404,10.5858,0.447921E-05,0.279948E-01
0,180,Cercis',0,0,0,0,0,0,0,4.83222,4.92702,0.615888E-04,0.183393E-03,0.366454E-03,0.518244E-02,0.170095E-08,0.240550E-04
0,180,Comus',0,0,0,0,0,0,0,9.32953,5.32289,0.475441E-03,0.142266E-02,0.289916E-02,0.278587E-01,0.132868E-07,0.126877E-03
0,180,Diospyros',0,0,0,0,0,0,0,17.2336,8.91846,0.185572E-02,0.586335E-02,0.163025E-01,0.139745,0.629418E-07,0.526725E-03
