site,LATITUDE,LONGITUDE,tmn_std_jan,tmn_std_feb,tmn_std_mar,tmn_std_apr,tmn_std_may,tmn_std_jun,tmn_std_jul,tmn_std_aug,tmn_std_sep,tmn_std_oct,tmn_std_nov,tmn_std_dec,tmx_std_jan,tmx_std_feb,tmx_std_mar,tmx_std_apr,tmx_std_may,tmx_std_jun,tmx_std_jul,tmx_std_aug,tmx_std_sep,tmx_std_oct,tmx_std_nov,tmx_std_dec,prcp_std_jan,prcp_std_feb,prcp_std_mar,prcp_std_apr,prcp_std_may,prcp_std_jun,prcp_std_jul,prcp_std_aug,prcp_std_sep,prcp_std_oct,prcp_std_nov,prcp_std_dec
0,36.0028,-84.2486,2.36,1.81,1.76,1.77,2.01,1.20,1.01,1.21,1.63,2.23,1.89,2.26,2.50,2.04,2.01,1.85,1.75,1.20,1.56,1.71,1.70,1.67,2.22,2.74,548,671,494,720,620,717,645,419,558,436,572,692
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
