site,latitude,longitude,ACERrubr,ACERsacc,AESCocta,CARYcord,CARYglab,CARYovat,CARYtome,CERCcana,CORNflor,DIOSvirg,FAGUgran,FRAXamer,JUGLnigr,JUNIvirg,LIQUstya,LIRItuli,NYSSsylv,OXYDarbo,PINUechi,PINUstro,PINUvirg,PRUNsero,QUERalba,QUERcocc,QUERfalc,QUERprin,QUERrubr,QUERstel,QUERvelu,ROBIpseu,SASSalbi,TILIhete
0,36.0028,-84.2486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
