site,latitude,longitude,wmo,name,region,elevation,slope,soilA_field_cap,soilA_perm_wp,lai,soil_base_h,lai_w0,soilAO_w0,soilA_w0,sbase_w0,fire_prob,wind_prob,soilAO_c0,soilAO_n0,soilA_c0,soilA_n0,sbase_c0,sbase_n0,sigma,tmp_lapse_jan,tmp_lapse_feb,tmp_lapse_mar,tmp_lapse_apr,tmp_lapse_may,tmp_lapse_jun,tmp_lapse_jul,tmp_lapse_aug,tmp_lapse_sep,tmp_lapse_oct,tmp_lapse_nov,tmp_lapse_dec,prcp_lapse_jan,prcp_lapse_feb,prcp_lapse_mar,prcp_lapse_apr,prcp_lapse_may,prcp_lapse_jun,prcp_lapse_jul,prcp_lapse_aug,prcp_lapse_sep,prcp_lapse_oct,prcp_lapse_nov,prcp_lapse_dec
0,36.0028,-84.2486,3841,Oak_Ridge,USA,275.8,0,25,12.5,3,35,0.5,0.6,15.9,10.9,0,0,5,0.1,33.7,2.6,3,0,0,0.37,0.52,0.67,0.71,0.68,0.62,0.57,0.57,0.59,0.57,0.53,0.3,0.19,0.16,0.73,1.61,2.18,3.46,9.52,7.92,3.74,1.8,1.04,0.3
